种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
99222492,33,3,1,1
99288849,33,3,1,1
2162147,34,3,1,2
2656336,34,3,1,2
4010372,34,3,1,2
5659435,34,3,1,2
5664870,34,3,0,1
6369556,34,3,1,1
8162693,34,3,1,2
8248119,34,3,2,1
9609560,34,3,1,2
14148816,34,3,0,3
14964014,34,3,1,1
22475911,34,3,1,2
22752652,34,3,0,2
23212016,34,3,0,2
24458637,34,3,0,1
27082905,34,3,2,1
27734544,34,3,0,1
31549223,34,3,2,1
31813494,34,3,0,1
33913421,34,3,0,2
34403045,34,3,0,1
36688187,34,3,0,2
37571467,34,3,0,1
39928736,34,3,1,3
40208801,34,3,0,3
43056143,34,3,1,3
45409210,34,3,1,3
46949153,34,3,1,1
47337094,34,3,1,1
51162153,34,3,0,3
51637258,34,3,0,2
51979694,34,3,1,1
58541953,34,3,0,1
59018579,34,3,1,2
61292378,34,3,0,1
62506382,34,3,0,1
62534550,34,3,0,2
62858443,34,3,0,1
64762291,34,3,0,2
65358560,34,3,1,1
65523576,34,3,1,1
66524488,34,3,0,1
66907534,34,3,1,2
67450044,34,3,2,2
68122580,34,3,0,1
73255361,34,3,1,2
73351541,34,3,1,1
75366520,34,3,0,3
75368868,34,3,0,1
75901164,34,3,1,1
76286110,34,3,1,2
77885233,34,3,1,1
84466062,34,3,0,1
86798704,34,3,1,1
87471144,34,3,0,1
88009272,34,3,0,2
88794771,34,3,1,2
88938855,34,3,0,2
89275300,34,3,0,1
89951180,34,3,0,1
90984105,34,3,1,1
91638931,34,3,0,1
92438974,34,3,1,2
94534691,34,3,1,1
94994623,34,3,1,2
95990440,34,3,0,2
96353411,34,3,1,1
99063345,34,3,1,1
687630,35,3,1,2
3386937,35,3,0,2
3885703,35,3,0,3
4010372,35,3,1,2
6013253,35,3,0,3
8743269,35,3,2,2
10597660,35,3,0,1
12619822,35,3,0,1
13316314,35,3,0,1
15945452,35,3,0,3
22662408,35,3,0,1
24412273,35,3,0,2
25728741,35,3,1,1
26185746,35,3,0,1
27247295,35,3,0,2
31782901,35,3,1,2
34198527,35,3,0,2
38609283,35,3,2,1
39595478,35,3,0,1
42511955,35,3,0,4
43004839,35,3,1,2
43056143,35,3,1,3
44056959,35,3,0,2
44666988,35,3,0,1
45082095,35,3,0,1
45576853,35,3,1,1
46171184,35,3,0,3
46178125,35,3,0,1
49956064,35,3,0,2
51337446,35,3,1,1
51798118,35,3,1,1
54772138,35,3,0,1
55314346,35,3,0,2
57163836,35,3,0,2
58401787,35,3,0,2
58637650,35,3,0,1
59185641,35,3,1,1
60050037,35,3,1,1
62028350,35,3,0,2
62506382,35,3,0,2
62942672,35,3,1,1
63609613,35,3,1,1
63956073,35,3,0,2
69304753,35,3,0,2
70875570,35,3,0,1
75713116,35,3,0,3
76049628,35,3,0,1
76468587,35,3,1,2
76615765,35,3,1,1
76923729,35,3,0,1
82266547,35,3,0,2
83128108,35,3,0,1
85569110,35,3,0,3
86021044,35,3,1,2
89070104,35,3,0,2
90467974,35,3,0,2
92963711,35,3,0,1
94782310,35,3,0,1
94994623,35,3,1,2
95023801,35,3,0,1
96752777,35,3,2,2
98977950,35,3,2,1
1787961,36,3,0,1
3683317,36,3,0,1
4032130,36,3,0,2
4150175,36,3,0,2
4206723,36,3,1,1
5223724,36,3,0,3
6013253,36,3,1,4
7229702,36,3,1,1
14064989,36,3,0,1
14366585,36,3,1,1
17288473,36,3,0,2
20355359,36,3,0,1
22046449,36,3,0,1
22801746,36,3,1,1
37769217,36,3,0,2
40979439,36,3,0,1
43056143,36,3,0,2
43305329,36,3,1,3
43573558,36,3,0,2
46605709,36,3,1,1
50645092,36,3,1,1
53081065,36,3,2,1
53689353,36,3,1,1
57298696,36,3,0,2
58401787,36,3,1,2
58884158,36,3,1,1
62942672,36,3,0,2
63995939,36,3,0,1
64575432,36,3,1,2
65273384,36,3,1,3
65672030,36,3,0,1
65904190,36,3,1,2
66357257,36,3,0,2
69274751,36,3,1,4
73271175,36,3,0,1
73906998,36,3,1,2
73915652,36,3,0,1
74713991,36,3,0,1
76230415,36,3,1,2
77191967,36,3,0,2
78290555,36,3,0,1
80952890,36,3,1,2
81508872,36,3,1,2
82460618,36,3,1,1
85221264,36,3,1,2
85965343,36,3,1,3
86088127,36,3,0,1
86435976,36,3,1,1
86815219,36,3,1,1
88196233,36,3,1,1
88613656,36,3,0,2
90467974,36,3,0,3
93001263,36,3,1,2
98185707,36,3,0,1
2020964,37,3,0,1
2488769,37,3,0,3
3197002,37,3,1,2
3659282,37,3,0,1
5179258,37,3,0,1
5223724,37,3,0,3
8766456,37,3,1,2
9609560,37,3,1,2
11345185,37,3,0,1
14321086,37,3,1,2
14860447,37,3,0,3
18265029,37,3,0,3
23635797,37,3,0,2
26837278,37,3,0,2
28946485,37,3,0,2
31115289,37,3,0,1
31476545,37,3,0,2
31477815,37,3,0,2
32777842,37,3,0,1
36178735,37,3,2,2
36501698,37,3,0,1
38624039,37,3,2,1
39430226,37,3,1,1
40968391,37,3,1,2
41053781,37,3,1,2
43056143,37,3,0,3
44705730,37,3,0,1
46368033,37,3,0,2
47297125,37,3,0,2
48420674,37,3,0,2
49016076,37,3,0,2
51110822,37,3,0,2
51137357,37,3,0,2
55758724,37,3,0,3
56916812,37,3,1,2
57693976,37,3,2,1
58884743,37,3,0,1
60295828,37,3,0,2
66358033,37,3,0,2
67322705,37,3,1,4
68653374,37,3,1,2
72853703,37,3,0,2
73054733,37,3,0,1
74153435,37,3,1,1
74897008,37,3,0,3
80565914,37,3,1,2
84443440,37,3,0,2
84878831,37,3,0,1
85569110,37,3,1,3
89225380,37,3,1,1
90467974,37,3,0,4
92561468,37,3,1,1
93499034,37,3,1,2
94189920,37,3,1,1
96416936,37,3,1,1
96695886,37,3,0,1
97754778,37,3,0,1
97815493,37,3,1,2
97877814,37,3,1,1
785231,38,3,1,1
1608156,38,3,0,1
2520946,38,3,0,1
4943485,38,3,1,2
6690619,38,3,0,1
6978077,38,3,0,1
7891686,38,3,0,2
8513949,38,3,2,2
9751657,38,3,0,1
10708130,38,3,0,1
11687073,38,3,1,1
12319389,38,3,0,1
12334529,38,3,1,2
13462070,38,3,0,2
14205736,38,3,0,2
14321086,38,3,1,2
15951355,38,3,0,1
16915889,38,3,1,3
18454216,38,3,0,2
22218392,38,3,0,1
22619577,38,3,1,2
23798448,38,3,1,2
24628526,38,3,1,1
24739239,38,3,0,3
24817913,38,3,0,1
25490184,38,3,1,1
28123946,38,3,1,2
28946485,38,3,0,2
31646347,38,3,0,1
38744549,38,3,0,1
41995560,38,3,2,2
43056143,38,3,0,3
46181003,38,3,0,3
46925973,38,3,1,2
47027271,38,3,0,1
48420674,38,3,0,2
51450864,38,3,1,2
54613269,38,3,0,1
55870163,38,3,1,2
56023096,38,3,0,3
60211942,38,3,1,1
60896460,38,3,2,2
62759944,38,3,0,1
63620305,38,3,1,2
65399479,38,3,2,2
67536039,38,3,0,1
67639195,38,3,1,2
67729532,38,3,0,1
69767233,38,3,1,2
75591895,38,3,1,2
75713116,38,3,1,3
78100613,38,3,0,1
79902899,38,3,0,1
82991666,38,3,0,1
83354636,38,3,0,1
88369215,38,3,1,3
89075732,38,3,0,3
89498910,38,3,1,2
98703668,38,3,0,2
98813318,38,3,0,1
99650316,38,3,0,1
1508283,39,3,1,1
3552370,39,3,2,2
4736510,39,3,0,1
4947167,39,3,0,1
6720880,39,3,0,2
9746290,39,3,1,1
13344940,39,3,0,2
14990774,39,3,0,1
18454216,39,3,0,2
22119304,39,3,1,2
22619577,39,3,1,2
23798448,39,3,1,3
24412273,39,3,0,2
26335331,39,3,1,3
28946485,39,3,0,3
30175263,39,3,0,2
36634708,39,3,1,2
37095612,39,3,0,2
38442078,39,3,1,1
39112620,39,3,0,1
46704024,39,3,2,1
57693976,39,3,1,2
59426472,39,3,2,2
61237300,39,3,1,1
61933031,39,3,0,2
67713078,39,3,0,1
69302193,39,3,1,1
70033234,39,3,0,1
75591895,39,3,1,2
75744426,39,3,1,1
77609622,39,3,0,1
83607504,39,3,0,2
87065821,39,3,1,1
88369215,39,3,1,3
89498910,39,3,1,2
91392397,39,3,2,2
95302937,39,3,1,3
96196635,39,3,1,2
97734728,39,3,1,2
2422157,40,3,1,1
4947167,40,3,0,1
6823884,40,3,1,2
8740064,40,3,0,2
16403470,40,3,0,1
17461129,40,3,2,2
21265103,40,3,0,1
22619577,40,3,1,2
23798448,40,3,0,3
24412273,40,3,0,2
25702699,40,3,0,4
26048997,40,3,0,1
32691483,40,3,0,1
34212838,40,3,1,2
34778714,40,3,0,2
37411389,40,3,0,2
42757236,40,3,0,3
43378192,40,3,2,1
47171235,40,3,1,2
56979252,40,3,1,1
57693976,40,3,1,2
59280957,40,3,0,2
63726518,40,3,1,1
65767218,40,3,1,3
67322705,40,3,0,4
69274751,40,3,0,4
69657342,40,3,1,1
81375626,40,3,0,1
85049264,40,3,0,2
88844853,40,3,1,2
90499802,40,3,1,2
93428842,40,3,0,1
93909839,40,3,1,2
1870854,41,3,0,2
6308462,41,3,0,2
11549203,41,3,0,1
12707209,41,3,0,2
14351093,41,3,0,2
15546578,41,3,0,3
17793953,41,3,1,1
21039704,41,3,0,2
26048997,41,3,0,1
30936495,41,3,1,1
31361955,41,3,1,1
32074404,41,3,0,2
38200574,41,3,0,1
38744549,41,3,0,2
41252291,41,3,0,1
44028819,41,3,0,1
48420674,41,3,0,2
49136876,41,3,1,1
52739065,41,3,1,2
59052433,41,3,1,2
60114251,41,3,0,2
64525829,41,3,1,1
71781611,41,3,1,1
73084879,41,3,0,3
77070311,41,3,0,2
80091972,41,3,1,2
83154622,41,3,0,2
85006713,41,3,1,1
90499802,41,3,1,2
92496329,41,3,1,3
92560163,41,3,1,2
94380049,41,3,0,1
95595784,41,3,0,1
96196635,41,3,0,2
1870854,42,3,0,2
2224771,42,3,2,2
2640383,42,3,1,1
3781970,42,3,0,1
8243548,42,3,0,2
10896195,42,3,0,2
15546578,42,3,1,3
17992875,42,3,1,2
19522147,42,3,0,2
20706536,42,3,0,2
22030026,42,3,0,2
22241833,42,3,2,2
24247788,42,3,1,1
27210761,42,3,0,1
30936495,42,3,2,2
42819795,42,3,0,1
49208353,42,3,0,1
50293156,42,3,0,2
53466892,42,3,1,2
54199533,42,3,1,2
57194955,42,3,0,2
60194391,42,3,1,2
64083897,42,3,0,2
67626288,42,3,1,2
67861824,42,3,0,3
69367938,42,3,2,1
69714599,42,3,1,1
69865040,42,3,0,1
70807247,42,3,1,1
73084879,42,3,0,2
80606942,42,3,0,3
81532541,42,3,1,1
83154622,42,3,0,2
83542572,42,3,0,3
84753721,42,3,0,1
85658913,42,3,0,2
87621365,42,3,0,1
87680561,42,3,0,1
88369215,42,3,0,3
94988146,42,3,0,1
95290863,42,3,1,1
95567550,42,3,2,2
1870854,43,3,0,2
5535869,43,3,1,1
11319167,43,3,1,3
15361259,43,3,1,3
17762979,43,3,1,1
17780053,43,3,0,2
18867546,43,3,0,2
19522147,43,3,0,2
20706536,43,3,0,2
22435400,43,3,0,2
22459815,43,3,1,1
23798448,43,3,1,2
25121465,43,3,0,3
32098476,43,3,0,2
32625928,43,3,0,2
33821605,43,3,0,1
34550705,43,3,1,2
39021745,43,3,1,1
41366161,43,3,1,1
47561490,43,3,0,1
50293156,43,3,0,2
52909526,43,3,1,3
53596518,43,3,1,2
57194955,43,3,0,2
61758655,43,3,1,2
65285946,43,3,1,1
66199481,43,3,0,3
67137596,43,3,0,4
70655032,43,3,0,2
75332311,43,3,0,2
78048980,43,3,1,3
79233217,43,3,0,1
80587751,43,3,0,1
80725251,43,3,0,2
85206902,43,3,0,2
85815571,43,3,1,2
89285470,43,3,0,1
93265450,43,3,0,2
93446112,43,3,1,2
95269372,43,3,1,3
95752051,43,3,1,3
99613385,43,3,0,1
3695643,44,3,0,3
4576634,44,3,0,4
15361259,44,3,1,3
18115397,44,3,1,1
20412431,44,3,0,2
20734925,44,3,0,2
24881360,44,3,1,2
25931869,44,3,1,2
29328048,44,3,1,1
33174682,44,3,0,1
33383129,44,3,0,2
50293156,44,3,1,2
52589427,44,3,1,1
55102013,44,3,0,1
56703046,44,3,1,2
60194391,44,3,1,3
60327950,44,3,1,2
60630800,44,3,0,2
66991483,44,3,1,2
67137596,44,3,1,4
67322705,44,3,0,3
71454777,44,3,0,1
71666198,44,3,0,1
74440925,44,3,2,3
75421264,44,3,0,2
76436501,44,3,0,2
77197568,44,3,2,3
81144348,44,3,0,1
82458879,44,3,0,1
82822957,44,3,1,2
83078878,44,3,0,4
87729654,44,3,0,3
87736874,44,3,0,2
88714222,44,3,0,1
90499802,44,3,1,3
96912889,44,3,1,1
1367479,45,3,1,1
6909059,45,3,0,1
16261193,45,3,1,2
17910471,45,3,1,1
20365228,45,3,1,3
28110978,45,3,0,1
28888690,45,3,1,2
34581114,45,3,0,2
38591224,45,3,0,1
38962987,45,3,0,1
40140469,45,3,0,2
41926492,45,3,2,3
43332434,45,3,0,3
44951346,45,3,1,2
45448247,45,3,0,1
50293156,45,3,1,3
52762137,45,3,0,2
53596518,45,3,1,3
56785259,45,3,1,1
63297148,45,3,0,1
63736197,45,3,0,2
67137596,45,3,1,4
68616957,45,3,2,2
71116530,45,3,0,1
71259245,45,3,0,2
75865696,45,3,1,3
76436501,45,3,0,2
80127943,45,3,2,2
80341049,45,3,1,2
80882453,45,3,1,4
83078878,45,3,0,3
83092660,45,3,2,2
83862096,45,3,1,2
88242957,45,3,0,3
90499802,45,3,1,2
99474524,45,3,0,1
331253,46,3,1,2
1869052,46,3,1,2
2224771,46,3,1,3
7263562,46,3,0,1
8619520,46,3,0,2
11512130,46,3,1,3
12949124,46,3,1,2
14064872,46,3,0,2
19522147,46,3,1,2
20152652,46,3,0,1
23741795,46,3,1,1
23984924,46,3,1,3
24551565,46,3,1,2
31672234,46,3,0,2
34336238,46,3,1,2
34581114,46,3,1,2
36777211,46,3,0,2
40051959,46,3,1,2
44951346,46,3,0,2
45222569,46,3,2,2
48379755,46,3,0,3
50333266,46,3,0,3
52678064,46,3,1,3
59086641,46,3,0,2
60925449,46,3,0,1
63335190,46,3,0,2
63529428,46,3,2,2
67244093,46,3,0,2
73084879,46,3,1,4
73656720,46,3,1,1
80127943,46,3,2,3
84895735,46,3,1,2
86564479,46,3,2,2
88452131,46,3,0,2
89019333,46,3,0,1
89337926,46,3,0,2
92016899,46,3,0,2
95752051,46,3,0,2
99992912,46,3,0,1
331253,47,3,1,2
1869052,47,3,1,2
2224771,47,3,0,2
4471216,47,3,1,1
4865351,47,3,0,1
10301911,47,3,1,3
11924320,47,3,0,3
13763035,47,3,0,2
14115557,47,3,1,1
15546578,47,3,1,2
16391514,47,3,1,2
16640722,47,3,0,3
19216109,47,3,0,3
19272528,47,3,1,1
19319030,47,3,0,3
20017646,47,3,0,3
22700910,47,3,0,2
24110530,47,3,0,2
38182510,47,3,0,1
48379755,47,3,0,3
48841910,47,3,0,2
50116685,47,3,1,1
51347639,47,3,1,1
53548892,47,3,0,1
54329204,47,3,0,2
58312932,47,3,1,1
61196706,47,3,0,2
63150980,47,3,0,1
67682321,47,3,0,2
68241290,47,3,1,1
68593041,47,3,1,2
69714599,47,3,0,2
72637054,47,3,0,1
73049201,47,3,1,1
73567413,47,3,0,4
79066250,47,3,2,2
81358084,47,3,0,1
82137124,47,3,0,2
82872353,47,3,0,2
84753721,47,3,1,4
85008062,47,3,1,2
87729654,47,3,1,4
88452131,47,3,0,2
90507202,47,3,1,2
95752051,47,3,0,2
99274974,47,3,0,1
99307081,47,3,1,2
99332442,47,3,1,3
119693,48,3,0,2
1869052,48,3,0,2
2307037,48,3,1,2
7087231,48,3,0,2
7903700,48,3,0,2
8491406,48,3,1,2
11924320,48,3,0,4
12526727,48,3,1,2
14286392,48,3,1,1
21039704,48,3,0,5
23149634,48,3,1,2
24083928,48,3,0,1
26703475,48,3,1,1
31897034,48,3,1,1
32459131,48,3,0,1
33308265,48,3,0,3
35886221,48,3,1,1
41299943,48,3,2,3
46981521,48,3,1,1
47912629,48,3,0,1
48332872,48,3,1,2
56831069,48,3,0,2
57693976,48,3,0,2
59155813,48,3,0,2
60020352,48,3,0,1
65010909,48,3,0,2
67666938,48,3,2,3
69936322,48,3,0,2
72510049,48,3,1,1
73779108,48,3,0,3
75633371,48,3,0,2
78824168,48,3,1,2
79527853,48,3,0,2
80606942,48,3,0,2
80813858,48,3,0,3
82872353,48,3,0,2
84753721,48,3,0,4
87729654,48,3,0,3
99130006,48,3,1,2
99529779,48,3,0,3
4938465,49,3,0,2
8491406,49,3,0,2
10109801,49,3,0,2
10301911,49,3,0,3
11924320,49,3,0,3
12525672,49,3,0,2
14143599,49,3,0,2
16420630,49,3,1,3
19862325,49,3,1,3
24110530,49,3,1,2
24641693,49,3,0,1
26017046,49,3,0,1
28002917,49,3,0,2
32770008,49,3,0,2
36634027,49,3,0,3
44219703,49,3,1,2
45964552,49,3,0,2
45989139,49,3,2,1
46094462,49,3,0,2
54259936,49,3,1,1
54549184,49,3,0,2
60669956,49,3,1,2
65010909,49,3,0,2
67435847,49,3,1,2
68593041,49,3,0,2
75633371,49,3,0,3
79527853,49,3,0,2
81396150,49,3,0,2
82087435,49,3,0,2
83437051,49,3,1,1
87729654,49,3,0,4
89756067,49,3,0,1
90849772,49,3,0,2
93039671,49,3,0,2
95477788,49,3,0,3
95554610,49,3,0,3
95752051,49,3,1,2
99529779,49,3,0,3
1357227,50,3,0,3
4938465,50,3,0,2
11602580,50,3,0,1
15962179,50,3,0,3
19522147,50,3,1,2
19534642,50,3,0,4
19948147,50,3,2,1
24255696,50,3,0,1
25013557,50,3,1,1
26708904,50,3,2,2
27950231,50,3,1,1
28167559,50,3,0,3
29931971,50,3,1,1
35352756,50,3,0,1
37283943,50,3,1,3
48332872,50,3,0,2
50333266,50,3,0,2
51666785,50,3,0,2
52457597,50,3,0,1
61566379,50,3,2,3
67514836,50,3,0,2
68593041,50,3,0,2
68792385,50,3,0,1
72023499,50,3,0,2
77766491,50,3,0,3
84753721,50,3,0,4
87561780,50,3,0,2
88046528,50,3,0,1
1869052,51,3,0,2
9678501,51,3,1,1
10109801,51,3,0,4
11512130,51,3,0,3
12525672,51,3,1,2
15954229,51,3,1,2
18181818,51,3,0,2
19534642,51,3,0,5
20526759,51,3,1,3
22700910,51,3,1,2
24380917,51,3,0,3
24822436,51,3,0,2
25011411,51,3,1,3
27593735,51,3,1,1
29370745,51,3,1,1
35054886,51,3,0,2
38073281,51,3,2,1
39720552,51,3,0,3
49660468,51,3,0,2
50333266,51,3,1,2
50554911,51,3,0,2
52762137,51,3,0,2
58183686,51,3,1,2
72092808,51,3,1,1
75633371,51,3,0,3
79527853,51,3,1,2
87561780,51,3,0,2
89337926,51,3,1,2
98421532,51,3,0,2
8210058,52,3,1,1
11512130,52,3,0,3
12525672,52,3,1,2
17619186,52,3,0,2
18511303,52,3,1,2
19522147,52,3,0,2
21077120,52,3,0,1
23546242,52,3,1,2
24380917,52,3,0,3
35297641,52,3,0,1
38073281,52,3,2,1
38561489,52,3,0,2
45541754,52,3,0,4
46094462,52,3,1,3
47075237,52,3,1,2
50333266,52,3,1,2
55077392,52,3,0,1
56178454,52,3,0,2
63540335,52,3,0,2
64669311,52,3,1,2
65399479,52,3,0,4
66498505,52,3,0,3
72965324,52,3,1,2
73737355,52,3,0,3
74769634,52,3,0,2
89848641,52,3,1,3
94826781,52,3,0,1
1869052,53,3,0,2
6646423,53,3,0,1
8210058,53,3,0,2
10109801,53,3,1,2
11512130,53,3,0,4
15617869,53,3,0,3
16313424,53,3,1,1
17024615,53,3,1,2
17555969,53,3,1,2
18452391,53,3,2,1
23752477,53,3,1,2
23972518,53,3,1,3
24380917,53,3,0,3
28167559,53,3,1,2
32100244,53,3,0,2
33999024,53,3,0,2
36634027,53,3,2,2
46094462,53,3,0,3
47068104,53,3,0,3
48142340,53,3,2,2
48976350,53,3,0,2
55993217,53,3,0,2
59954576,53,3,0,2
63540335,53,3,0,2
66199481,53,3,0,2
66697112,53,3,0,2
73737355,53,3,0,4
77132057,53,3,1,2
77231993,53,3,1,1
77558622,53,3,1,1
80892369,53,3,0,3
84381877,53,3,0,3
85509496,53,3,0,1
88533153,53,3,0,1
90355606,53,3,2,3
97618440,53,3,2,2
98428808,53,3,0,3
99529779,53,3,1,4
2328173,54,3,0,2
4698943,54,3,1,1
5590885,54,3,0,3
5691342,54,3,2,1
8491406,54,3,0,3
11287308,54,3,0,1
11924320,54,3,0,3
13036945,54,3,0,1
13151559,54,3,0,2
15954229,54,3,1,2
24380917,54,3,0,3
25454149,54,3,1,2
31225919,54,3,1,3
33283970,54,3,1,3
44324017,54,3,0,2
47223121,54,3,0,3
48142340,54,3,2,2
52243351,54,3,1,2
53126014,54,3,0,4
59954576,54,3,0,2
66199481,54,3,0,2
66779502,54,3,2,3
67118727,54,3,1,3
74808232,54,3,0,1
76176987,54,3,0,1
81241139,54,3,2,3
82566793,54,3,1,2
83440947,54,3,0,2
87561780,54,3,0,3
90792660,54,3,0,3
92619046,54,3,0,4
92879033,54,3,1,1
94314138,54,3,2,2
99130006,54,3,0,3
917184,55,3,1,1
3741519,55,3,2,2
8744813,55,3,0,2
9854582,55,3,0,4
10402568,55,3,0,1
11024863,55,3,0,2
11924320,55,3,0,3
14885687,55,3,1,2
17500475,55,3,0,2
20566933,55,3,0,3
22075728,55,3,1,2
24380917,55,3,1,2
32322478,55,3,0,2
34662556,55,3,1,3
36634027,55,3,2,2
40268608,55,3,1,1
42420903,55,3,1,3
46193614,55,3,1,3
47342949,55,3,1,2
49844246,55,3,1,1
50333266,55,3,0,3
59289141,55,3,0,4
59954576,55,3,1,2
64034575,55,3,1,2
64323954,55,3,2,4
65524559,55,3,1,1
66632537,55,3,0,1
67244093,55,3,1,2
68593041,55,3,0,3
73250700,55,3,0,1
74769634,55,3,0,2
79499710,55,3,1,3
84195695,55,3,0,1
86343484,55,3,0,3
87545702,55,3,1,2
90792660,55,3,0,3
95477788,55,3,1,3
98119660,55,3,0,1
1683889,56,3,0,2
9794043,56,3,0,1
11924320,56,3,0,3
15954229,56,3,1,2
16812174,56,3,1,2
23546242,56,3,0,2
28002917,56,3,1,2
28167559,56,3,0,2
30593053,56,3,0,4
32497567,56,3,0,4
39150217,56,3,0,4
43618774,56,3,0,2
45318021,56,3,1,2
45688333,56,3,1,2
47498221,56,3,0,3
47939616,56,3,0,3
50049785,56,3,1,3
50333266,56,3,0,3
59289141,56,3,0,4
66761521,56,3,0,3
66779502,56,3,1,3
70644303,56,3,0,3
71135651,56,3,0,3
77498912,56,3,1,5
79499710,56,3,1,3
82751735,56,3,1,2
82880965,56,3,0,1
83924400,56,3,0,3
89848641,56,3,0,4
94314138,56,3,1,2
98428808,56,3,1,3
2763473,57,3,1,1
3654188,57,3,1,1
6384172,57,3,0,3
7622412,57,3,1,2
11648981,57,3,1,3
13658572,57,3,1,4
19286501,57,3,0,3
19522147,57,3,0,3
19534642,57,3,0,4
21039704,57,3,1,3
22465049,57,3,1,2
25918817,57,3,0,2
28002917,57,3,1,2
43220572,57,3,1,3
46983464,57,3,1,3
47075237,57,3,0,4
53721790,57,3,1,1
61716335,57,3,0,3
63335190,57,3,1,2
63365212,57,3,1,2
70644303,57,3,0,3
76126931,57,3,1,2
78825363,57,3,0,2
79796046,57,3,1,1
87605962,57,3,1,2
90792660,57,3,1,2
93020073,57,3,0,2
5134938,58,3,0,2
11602580,58,3,0,3
13658572,58,3,1,4
15441095,58,3,0,1
15522495,58,3,0,3
16812174,58,3,1,4
19271361,58,3,0,3
19534642,58,3,0,4
19790145,58,3,0,1
20779813,58,3,2,2
22075728,58,3,0,2
28002917,58,3,1,2
28167559,58,3,1,2
33844715,58,3,2,2
40018790,58,3,2,2
40264299,58,3,0,3
47068104,58,3,0,2
50030040,58,3,1,4
53576292,58,3,1,2
55809385,58,3,2,1
59954576,58,3,1,2
67118727,58,3,1,3
68593041,58,3,0,3
70004507,58,3,1,3
79040756,58,3,1,3
83924400,58,3,1,2
87205842,58,3,1,3
87605962,58,3,1,2
94079813,58,3,0,3
95445770,58,3,0,2
95595626,58,3,0,3
2827345,59,3,2,1
3654188,59,3,1,3
4471216,59,3,0,2
7702110,59,3,2,4
12934851,59,3,0,1
15548983,59,3,1,2
19534642,59,3,0,4
22075728,59,3,1,2
26623500,59,3,1,1
27486482,59,3,0,1
30634606,59,3,0,1
31997798,59,3,0,2
33844715,59,3,1,2
47068104,59,3,0,2
55607676,59,3,1,4
56207528,59,3,1,4
56290529,59,3,0,1
59954576,59,3,1,2
83924400,59,3,1,4
84119972,59,3,0,3
84598802,59,3,0,3
84850723,59,3,0,1
87205842,59,3,1,4
95445770,59,3,0,2
1637658,60,3,0,2
3654188,60,3,1,3
4048697,60,3,0,1
4329565,60,3,2,2
6005638,60,3,0,3
16439670,60,3,0,3
21039704,60,3,1,3
28024941,60,3,1,3
29584964,60,3,0,3
33747969,60,3,1,2
33844715,60,3,1,2
37430012,60,3,1,2
39259156,60,3,0,3
40638801,60,3,1,4
42372883,60,3,0,1
55607676,60,3,1,4
56207528,60,3,1,4
59672003,60,3,0,4
59692096,60,3,0,1
62004788,60,3,0,3
64588431,60,3,0,1
66880794,60,3,0,2
70258872,60,3,1,1
71044095,60,3,0,1
71137175,60,3,1,3
73850004,60,3,1,1
74400687,60,3,1,2
84672027,60,3,0,2
88452131,60,3,0,3
90355606,60,3,0,3
94326627,60,3,1,1
95477788,60,3,0,2
98207333,60,3,1,2
99626253,60,3,0,3
3949677,61,3,1,2
16812174,61,3,0,4
22465049,61,3,0,2
23765244,61,3,1,1
24153991,61,3,1,3
39569874,61,3,1,1
42092096,61,3,0,4
43087642,61,3,1,3
45688333,61,3,1,3
51892352,61,3,0,1
54930650,61,3,2,1
58183686,61,3,1,3
73173208,61,3,1,2
73348320,61,3,0,1
73737355,61,3,1,2
76906228,61,3,1,3
77626927,61,3,1,3
84082841,61,3,0,1
90355606,61,3,0,3
94658449,61,3,0,3
95515529,61,3,0,3
99136960,61,3,0,1
3654188,62,3,0,3
5214703,62,3,0,2
7711321,62,3,0,4
11512130,62,3,0,3
11849320,62,3,1,1
16812174,62,3,0,4
17139324,62,3,0,2
38867290,62,3,0,4
43087642,62,3,1,2
52503465,62,3,2,2
56243227,62,3,0,2
58821667,62,3,1,3
65846694,62,3,0,2
67244093,62,3,1,2
67850811,62,3,0,4
71137175,62,3,0,3
72089898,62,3,1,5
73173208,62,3,1,2
75449694,62,3,2,2
76906228,62,3,1,3
90355606,62,3,0,3
90725909,62,3,1,3
91626025,62,3,1,2
98623932,62,3,1,1
191852,63,3,0,3
3654188,63,3,0,3
6059154,63,3,0,2
13205504,63,3,1,2
14814205,63,3,1,2
19506589,63,3,1,1
24716916,63,3,0,3
26225583,63,3,1,4
32125849,63,3,1,2
34804162,63,3,1,3
38591667,63,3,0,3
38867290,63,3,0,5
45092350,63,3,0,2
46910143,63,3,0,1
55607676,63,3,1,4
57764854,63,3,1,2
59030830,63,3,0,1
59978693,63,3,0,2
60425424,63,3,0,4
61143615,63,3,2,2
65846694,63,3,0,2
67457593,63,3,0,2
77726190,63,3,1,3
78977377,63,3,1,2
79829036,63,3,1,1
89359972,63,3,1,3
90792660,63,3,1,2
93786442,63,3,1,3
3654188,64,3,0,3
4493654,64,3,1,3
19534642,64,3,2,2
22643434,64,3,1,2
24716916,64,3,0,3
27045441,64,3,0,2
34761870,64,3,1,2
34804162,64,3,1,3
35364606,64,3,1,2
40290500,64,3,2,2
46577300,64,3,0,1
48984092,64,3,2,2
56552538,64,3,2,3
58498005,64,3,0,2
59235782,64,3,0,2
60822599,64,3,1,2
